+----------------------------------+-----------------------------------------------------------+--------------------------------+-----+
| Mod name                         | Registry name                                             | Entity class name              |  ID |
| Minecraft                        | minecraft:stray                                           | EntityStray                    |   6 |
| Minecraft                        | minecraft:tnt                                             | EntityTNTPrimed                |  20 |
| Minecraft                        | minecraft:tnt_minecart                                    | EntityMinecartTNT              |  45 |
| Minecraft                        | minecraft:vex                                             | EntityVex                      |  35 |
| Minecraft                        | minecraft:villager                                        | EntityVillager                 | 120 |
| Minecraft                        | minecraft:villager_golem                                  | EntityIronGolem                |  99 |
| Minecraft                        | minecraft:vindication_illager                             | EntityVindicator               |  36 |
| Minecraft                        | minecraft:witch                                           | EntityWitch                    |  66 |
| Minecraft                        | minecraft:wither                                          | EntityWither                   |  64 |
| Minecraft                        | minecraft:wither_skeleton                                 | EntityWitherSkeleton           |   5 |
| Minecraft                        | minecraft:wither_skull                                    | EntityWitherSkull              |  19 |
| Minecraft                        | minecraft:wolf                                            | EntityWolf                     |  95 |
| Minecraft                        | minecraft:xp_bottle                                       | EntityExpBottle                |  17 |
| Minecraft                        | minecraft:xp_orb                                          | EntityXPOrb                    |   2 |
| Minecraft                        | minecraft:zombie                                          | EntityZombie                   |  54 |
| Minecraft                        | minecraft:zombie_horse                                    | EntityZombieHorse              |  29 |
| Minecraft                        | minecraft:zombie_pigman                                   | EntityPigZombie                |  57 |
| Minecraft                        | minecraft:zombie_villager                                 | EntityZombieVillager           |  27 |
| Misty World                      | mist:barvog                                               | EntityBarvog                   |   3 |
| Misty World                      | mist:brachiodon                                           | EntityBrachiodon               |  13 |
| Misty World                      | mist:caravan                                              | EntityCaravan                  |   5 |
| Misty World                      | mist:cyclops                                              | EntityCyclops                  |  19 |
| Misty World                      | mist:desert_fish                                          | EntityDesertFish               |  20 |
| Misty World                      | mist:forest_runner                                        | EntityForestRunner             |   1 |
| Misty World                      | mist:forest_spider                                        | EntityForestSpider             |  15 |
| Misty World                      | mist:galaga                                               | EntityGalaga                   |  11 |
| Misty World                      | mist:grave_bug                                            | EntityGraveBug                 |  14 |
| Misty World                      | mist:horb                                                 | EntityHorb                     |   7 |
| Misty World                      | mist:hulter                                               | EntityHulter                   |  12 |
| Misty World                      | mist:momo                                                 | EntityMomo                     |   2 |
| Misty World                      | mist:monk                                                 | EntityMonk                     |  10 |
| Misty World                      | mist:mossling                                             | EntityMossling                 |   0 |
| Misty World                      | mist:painting                                             | EntityMistPainting             |  21 |
| Misty World                      | mist:prickler                                             | EntityPrickler                 |   4 |
| Misty World                      | mist:rubber_ball                                          | EntityRubberBall               |  22 |
| Misty World                      | mist:sloth                                                | EntitySloth                    |   9 |
| Misty World                      | mist:sniff                                                | EntitySniff                    |   8 |
| Misty World                      | mist:snow_flea                                            | EntitySnowFlea                 |  17 |
| Misty World                      | mist:swamp_crab                                           | EntitySwampCrab                |  16 |
| Misty World                      | mist:woodlouse                                            | EntityWoodlouse                |  18 |
| Misty World                      | mist:wulder                                               | EntityWulder                   |   6 |
| Mystical Gears                   | mystgears:turret                                          | EntityTurret                   |   0 |
| Mystical Lib                     | dynamictreesroots:patched_entity_ritual_wild_growth       | PatchedEntityRitualWildGrowth  |   0 |
| Mystical Lib                     | mysticalworld:entity_beetle                               | EntityBeetle                   |  25 |
| Mystical Lib                     | mysticalworld:entity_clam                                 | EntityClam                     |  35 |
| Mystical Lib                     | mysticalworld:entity_deer                                 | EntityDeer                     |  28 |
| Mystical Lib                     | mysticalworld:entity_endermini                            | EntityEndermini                |  31 |
| Mystical Lib                     | mysticalworld:entity_fox                                  | EntityFox                      |  23 |
| Mystical Lib                     | mysticalworld:entity_frog                                 | EntityFrog                     |  24 |
| Mystical Lib                     | mysticalworld:entity_hell_sprout                          | EntityHellSprout               |  27 |
| Mystical Lib                     | mysticalworld:entity_lava_cat                             | EntityLavaCat                  |  33 |
| Mystical Lib                     | mysticalworld:entity_lurker                               | EntityLurker                   |  36 |
| Mystical Lib                     | mysticalworld:entity_owl                                  | EntityOwl                      |  32 |
| Mystical Lib                     | mysticalworld:entity_silkworm                             | EntitySilkworm                 |  34 |
| Mystical Lib                     | mysticalworld:entity_spirit_beetle                        | EntitySpiritBeetle             |  30 |
| Mystical Lib                     | mysticalworld:entity_spirit_deer                          | EntitySpiritDeer               |  29 |
| Mystical Lib                     | mysticalworld:entity_sprout                               | EntitySprout                   |  26 |
| Mystical Lib                     | roots:entity_boost                                        | EntityBoost                    |   4 |
| Mystical Lib                     | roots:entity_fire_jet                                     | EntityFireJet                  |   1 |
| Mystical Lib                     | roots:entity_flare                                        | EntityFlare                    |   5 |
| Mystical Lib                     | roots:entity_ritual_animal_harvest                        | EntityRitualAnimalHarvest      |   6 |
| Mystical Lib                     | roots:entity_ritual_divine_protection                     | EntityRitualDivineProtection   |   7 |
| Mystical Lib                     | roots:entity_ritual_fire_storm                            | EntityRitualFireStorm          |   8 |
| Mystical Lib                     | roots:entity_ritual_flower_growth                         | EntityRitualFlowerGrowth       |   9 |
| Mystical Lib                     | roots:entity_ritual_frost_lands                           | EntityRitualFrostLands         |  10 |
| Mystical Lib                     | roots:entity_ritual_gathering                             | EntityRitualGathering          |  11 |
| Mystical Lib                     | roots:entity_ritual_germination                           | EntityRitualGermination        |  12 |
| Mystical Lib                     | roots:entity_ritual_healing_aura                          | EntityRitualHealingAura        |  13 |
| Mystical Lib                     | roots:entity_ritual_heavy_storms                          | EntityRitualHeavyStorms        |  14 |
| Mystical Lib                     | roots:entity_ritual_overgrowth                            | EntityRitualOvergrowth         |  15 |
| Mystical Lib                     | roots:entity_ritual_purity                                | EntityRitualPurity             |  16 |
| Mystical Lib                     | roots:entity_ritual_spreading_forest                      | EntityRitualSpreadingForest    |  17 |
| Mystical Lib                     | roots:entity_ritual_summon_creatures                      | EntityRitualSummonCreatures    |  22 |
| Mystical Lib                     | roots:entity_ritual_transmutation                         | EntityRitualTransmutation      |  18 |
| Mystical Lib                     | roots:entity_ritual_warding_protection                    | EntityRitualWardingProtection  |  19 |
| Mystical Lib                     | roots:entity_ritual_wild_growth                           | EntityRitualWildGrowth         |  20 |
| Mystical Lib                     | roots:entity_ritual_windwall                              | EntityRitualWindwall           |  21 |
| Mystical Lib                     | roots:entity_thorn_trap                                   | EntityThornTrap                |   2 |
| Mystical Lib                     | roots:entity_time_stop                                    | EntityTimeStop                 |   3 |
| Natural Pledge                   | naturalpledge:sealarrow                                   | EntitySealedArrow              |   0 |
| Nature's Aura                    | naturesaura:effect_inhibitor                              | EntityEffectInhibitor          |   0 |
| Nature's Aura                    | naturesaura:mover_cart                                    | EntityMoverMinecart            |   1 |
| Platforms                        | platforms:gui-item                                        | EntityGuiItem                  |   2 |
| Quark                            | quark:arrow_ender                                         | EntityArrowEnder               |   5 |
| Quark                            | quark:arrow_explosive                                     | EntityArrowExplosive           |   6 |
| Quark                            | quark:arrow_torch                                         | EntityArrowTorch               |   7 |
| Quark                            | quark:ashen                                               | EntityAshen                    |   1 |
| Quark                            | quark:chest_passenger                                     | EntityChestPassenger           |  13 |
| Quark                            | quark:colored_item_frame                                  | EntityColoredItemFrame         |   0 |
| Quark                            | quark:crab                                                | EntityCrab                     |  22 |
| Quark                            | quark:dragon_breath_bottle                                | EntityDragonBreathBottle       |  11 |
| Quark                            | quark:dweller                                             | EntityDweller                  |   2 |
| Quark                            | quark:flat_item_frame                                     | EntityFlatItemFrame            |   9 |
| Quark                            | quark:foxhound                                            | EntityFoxhound                 |  21 |
| Quark                            | quark:frog                                                | EntityFrog                     |  18 |
| Quark                            | quark:glass_item_frame                                    | EntityGlassItemFrame           |  10 |
| Quark                            | quark:gravisand                                           | EntityGravisand                |  23 |
| Quark                            | quark:leash_knot                                          | EntityLeashKnot2TheKnotting    |  19 |
| Quark                            | quark:pickarang                                           | EntityPickarang                |  20 |
| Quark                            | quark:seat                                                | Seat                           |  12 |
| Quark                            | quark:soul_powder                                         | EntitySoulPowder               |   8 |
| Quark                            | quark:stoneling                                           | EntityStoneling                |  17 |
| Quark                            | quark:wraith                                              | EntityWraith                   |   4 |
| Rats                             | rats:black_death                                          | EntityBlackDeath               |  18 |
| Rats                             | rats:cheese_cannonball                                    | EntityCheeseCannonball         |  15 |
| Rats                             | rats:feral_ratlantean                                     | EntityFeralRatlantean          |   7 |
| Rats                             | rats:illager_piper                                        | EntityIllagerPiper             |   2 |
| Rats                             | rats:laser_beam                                           | EntityLaserBeam                |   9 |
| Rats                             | rats:marbled_cheese_golem                                 | EntityMarbleCheeseGolem        |   5 |
| Rats                             | rats:marbled_cheese_golem_beam                            | EntityGolemBeam                |   6 |
| Rats                             | rats:neo_ratlantean                                       | EntityNeoRatlantean            |   8 |
| Rats                             | rats:neo_ratlantean_portal                                | EntityLaserPortal              |  10 |
| Rats                             | rats:pirat                                                | EntityPirat                    |  14 |
| Rats                             | rats:pirat_boat                                           | EntityPiratBoat                |  13 |
| Rats                             | rats:plague_beast                                         | EntityPlagueBeast              |  20 |
| Rats                             | rats:plague_cloud                                         | EntityPlagueCloud              |  19 |
| Rats                             | rats:plague_doctor                                        | EntityPlagueDoctor             |  16 |
| Rats                             | rats:plague_shot                                          | EntityPlagueShot               |  21 |
| Rats                             | rats:purifying_liquid                                     | EntityPurifyingLiquid          |  17 |
| Rats                             | rats:rat                                                  | EntityRat                      |   1 |
| Rats                             | rats:rat_arrow                                            | EntityRatArrow                 |  24 |
| Rats                             | rats:rat_capture_net                                      | EntityRatCaptureNet            |  22 |
| Rats                             | rats:rat_dragon_fire                                      | EntityRatDragonFire            |  23 |
| Rats                             | rats:ratlantean_flame                                     | EntityRatlanteanFlame          |   4 |
| Rats                             | rats:ratlantean_spirit                                    | EntityRatlanteanSpirit         |   3 |
| Rats                             | rats:thrown_block                                         | EntityThrownBlock              |  11 |
| Rats                             | rats:vial_of_sentience                                    | EntityVialOfSentience          |  12 |
| Realistic Item Drops             | realdrops:item_loot                                       | EntityItemLoot                 |   0 |
| Rustic                           | rustic:chair                                              | EntityChair                    |   1 |
| Rustic                           | rustic:tomato                                             | EntityTomato                   |   0 |
| Soot                             | soot:cloud                                                | EntityCustomCloud              |   3 |
| Soot                             | soot:firecloud                                            | EntityFireCloud                |   0 |
| Soot                             | soot:muse                                                 | EntityMuse                     |   2 |
| Soot                             | soot:snowpoff                                             | EntitySnowpoff                 |   1 |
| TamModized                       | tammodized:dragonold                                      | EntityDragonOld                |   0 |
| Thaumcraft                       | thaumcraft:alumentum                                      | EntityAlumentum                |   6 |
| Thaumcraft                       | thaumcraft:arcanebore                                     | EntityArcaneBore               |  18 |
| Thaumcraft                       | thaumcraft:bottletaint                                    | EntityBottleTaint              |   9 |
| Thaumcraft                       | thaumcraft:brainyzombie                                   | EntityBrainyZombie             |  24 |
| Thaumcraft                       | thaumcraft:causalitycollapser                             | EntityCausalityCollapser       |  12 |
| Thaumcraft                       | thaumcraft:cultistcleric                                  | EntityCultistCleric            |  33 |
| Thaumcraft                       | thaumcraft:cultistknight                                  | EntityCultistKnight            |  32 |
| Thaumcraft                       | thaumcraft:cultistleader                                  | EntityCultistLeader            |  22 |
| Thaumcraft                       | thaumcraft:cultistportalgreater                           | EntityCultistPortalGreater     |   0 |
| Thaumcraft                       | thaumcraft:cultistportallesser                            | EntityCultistPortalLesser      |   1 |
| Thaumcraft                       | thaumcraft:eldritchcrab                                   | EntityEldritchCrab             |  34 |
| Thaumcraft                       | thaumcraft:eldritchgolem                                  | EntityEldritchGolem            |  21 |
| Thaumcraft                       | thaumcraft:eldritchguardian                               | EntityEldritchGuardian         |  31 |
| Thaumcraft                       | thaumcraft:eldritchorb                                    | EntityEldritchOrb              |   8 |
| Thaumcraft                       | thaumcraft:eldritchwarden                                 | EntityEldritchWarden           |  20 |
| Thaumcraft                       | thaumcraft:fallingtaint                                   | EntityFallingTaint             |   5 |
| Thaumcraft                       | thaumcraft:firebat                                        | EntityFireBat                  |  27 |
| Thaumcraft                       | thaumcraft:fluxrift                                       | EntityFluxRift                 |   2 |
| Thaumcraft                       | thaumcraft:focuscloud                                     | EntityFocusCloud               |  14 |
| Thaumcraft                       | thaumcraft:focusmine                                      | EntityFocusMine                |  15 |
| Thaumcraft                       | thaumcraft:focusprojectile                                | EntityFocusProjectile          |  13 |
| Thaumcraft                       | thaumcraft:followitem                                     | EntityFollowingItem            |   4 |
| Thaumcraft                       | thaumcraft:giantbrainyzombie                              | EntityGiantBrainyZombie        |  25 |
| Thaumcraft                       | thaumcraft:golem                                          | EntityThaumcraftGolem          |  19 |
| Thaumcraft                       | thaumcraft:golemdart                                      | EntityGolemDart                |   7 |
| Thaumcraft                       | thaumcraft:golemorb                                       | EntityGolemOrb                 |  10 |
| Thaumcraft                       | thaumcraft:grapple                                        | EntityGrapple                  |  11 |
| Thaumcraft                       | thaumcraft:inhabitedzombie                                | EntityInhabitedZombie          |  35 |
| Thaumcraft                       | thaumcraft:mindspider                                     | EntityMindSpider               |  30 |
| Thaumcraft                       | thaumcraft:pech                                           | EntityPech                     |  29 |
| Thaumcraft                       | thaumcraft:specialitem                                    | EntitySpecialItem              |   3 |
| Thaumcraft                       | thaumcraft:spellbat                                       | EntitySpellBat                 |  28 |
| Thaumcraft                       | thaumcraft:taintacle                                      | EntityTaintacle                |  38 |
| Thaumcraft                       | thaumcraft:taintaclegiant                                 | EntityTaintacleGiant           |  23 |
| Thaumcraft                       | thaumcraft:taintacletiny                                  | EntityTaintacleSmall           |  39 |
| Thaumcraft                       | thaumcraft:taintcrawler                                   | EntityTaintCrawler             |  37 |
| Thaumcraft                       | thaumcraft:taintseed                                      | EntityTaintSeed                |  41 |
| Thaumcraft                       | thaumcraft:taintseedprime                                 | EntityTaintSeedPrime           |  42 |
| Thaumcraft                       | thaumcraft:taintswarm                                     | EntityTaintSwarm               |  40 |
| Thaumcraft                       | thaumcraft:thaumslime                                     | EntityThaumicSlime             |  36 |
| Thaumcraft                       | thaumcraft:turretadvanced                                 | EntityTurretCrossbowAdvanced   |  17 |
| Thaumcraft                       | thaumcraft:turretbasic                                    | EntityTurretCrossbow           |  16 |
| Thaumcraft                       | thaumcraft:wisp                                           | EntityWisp                     |  26 |
| Thaumic Augmentation             | thaumicaugmentation:dimensional_fracture                  | EntityDimensionalFracture      |   0 |
| Thaumic Periphery                | thaumicperiphery:magic_arrow                              | EntityMagicArrow               |   0 |
| The Aether                       | aether_legacy:aechor_plant                                | EntityAechorPlant              |  10 |
| The Aether                       | aether_legacy:aerbunny                                    | EntityAerbunny                 |   4 |
| The Aether                       | aether_legacy:aerwhale                                    | EntityAerwhale                 |   5 |
| The Aether                       | aether_legacy:cockatrice                                  | EntityCockatrice               |   7 |
| The Aether                       | aether_legacy:enchanted_dart                              | EntityDartEnchanted            |  17 |
| The Aether                       | aether_legacy:fire_ball                                   | EntityFireBall                 |  19 |
| The Aether                       | aether_legacy:fire_minion                                 | EntityFireMinion               |  23 |
| The Aether                       | aether_legacy:floating_block                              | EntityFloatingBlock            |  25 |
| The Aether                       | aether_legacy:flying_cow                                  | EntityFlyingCow                |   2 |
| The Aether                       | aether_legacy:golden_dart                                 | EntityDartGolden               |  15 |
| The Aether                       | aether_legacy:hammer_projectile                           | EntityHammerProjectile         |  29 |
| The Aether                       | aether_legacy:ice_ball                                    | EntityIceyBall                 |  20 |
| The Aether                       | aether_legacy:lightning_knife                             | EntityLightningKnife           |  30 |
| The Aether                       | aether_legacy:mimic                                       | EntityMimic                    |  11 |
| The Aether                       | aether_legacy:mini_cloud                                  | EntityMiniCloud                |  24 |
| The Aether                       | aether_legacy:moa                                         | EntityMoa                      |   0 |
| The Aether                       | aether_legacy:parachute                                   | EntityParachute                |  31 |
| The Aether                       | aether_legacy:phoenix_arrow                               | EntityPhoenixArrow             |  27 |
| The Aether                       | aether_legacy:phyg                                        | EntityPhyg                     |   1 |
| The Aether                       | aether_legacy:poison_dart                                 | EntityDartPoison               |  16 |
| The Aether                       | aether_legacy:poison_needle                               | EntityPoisonNeedle             |  18 |
| The Aether                       | aether_legacy:sentry                                      | EntitySentry                   |   8 |
| The Aether                       | aether_legacy:sheepuff                                    | EntitySheepuff                 |   3 |
| The Aether                       | aether_legacy:slider                                      | EntitySlider                   |  12 |
| The Aether                       | aether_legacy:sun_spirit                                  | EntitySunSpirit                |  14 |
| The Aether                       | aether_legacy:swet                                        | EntitySwet                     |   6 |
| The Aether                       | aether_legacy:thunder_ball                                | EntityThunderBall              |  21 |
| The Aether                       | aether_legacy:tipped_phoenix_arrow                        | EntityTippedPhoenixArrow       |  33 |
| The Aether                       | aether_legacy:tnt_present                                 | EntityTNTPresent               |  26 |
| The Aether                       | aether_legacy:valkyrie                                    | EntityValkyrie                 |  22 |
| The Aether                       | aether_legacy:valkyrie_queen                              | EntityValkyrieQueen            |  13 |
| The Aether                       | aether_legacy:whirlwind                                   | EntityWhirlwind                |  32 |
| The Aether                       | aether_legacy:zephyr                                      | EntityZephyr                   |   9 |
| The Aether                       | aether_legacy:zephyr_snowball                             | EntityZephyrSnowball           |  28 |
| The Betweenlands                 | thebetweenlands:angler                                    | EntityAngler                   |   2 |
| The Betweenlands                 | thebetweenlands:angry_pebble                              | EntityAngryPebble              |  61 |
| The Betweenlands                 | thebetweenlands:ash_sprite                                | EntityAshSprite                | 113 |
| The Betweenlands                 | thebetweenlands:barrishee                                 | EntityBarrishee                | 111 |
| The Betweenlands                 | thebetweenlands:betweenstone_pebble                       | EntityBetweenstonePebble       | 145 |
| The Betweenlands                 | thebetweenlands:bl_arrow                                  | EntityBLArrow                  |  23 |
| The Betweenlands                 | thebetweenlands:bl_elexir                                 | EntityElixir                   |  70 |
| The Betweenlands                 | thebetweenlands:blind_cave_fish                           | EntityBlindCaveFish            |  33 |
| The Betweenlands                 | thebetweenlands:blood_snail                               | EntityBloodSnail               |  18 |
| The Betweenlands                 | thebetweenlands:boulder_sprite                            | EntityBoulderSprite            |  79 |
| The Betweenlands                 | thebetweenlands:cc_ground_spawner                         | EntityCCGroundSpawner          | 123 |
| The Betweenlands                 | thebetweenlands:chiromaw                                  | EntityChiromaw                 |  35 |
| The Betweenlands                 | thebetweenlands:chiromaw_droppings                        | EntityChiromawDroppings        | 149 |
| The Betweenlands                 | thebetweenlands:chiromaw_greebling_rider                  | EntityChiromawGreeblingRider   | 142 |
| The Betweenlands                 | thebetweenlands:chiromaw_hatchling                        | EntityChiromawHatchling        | 150 |
| The Betweenlands                 | thebetweenlands:chiromaw_matriarch                        | EntityChiromawMatriarch        | 147 |
| The Betweenlands                 | thebetweenlands:chiromaw_tame                             | EntityChiromawTame             | 151 |
| The Betweenlands                 | thebetweenlands:crypt_crawler                             | EntityCryptCrawler             | 109 |
| The Betweenlands                 | thebetweenlands:dark_druid                                | EntityDarkDruid                |   0 |
| The Betweenlands                 | thebetweenlands:decay_pit_target                          | EntityDecayPitTarget           | 115 |
| The Betweenlands                 | thebetweenlands:draeton                                   | EntityDraeton                  | 138 |
| The Betweenlands                 | thebetweenlands:draeton_chiromaw_tamed                    | EntityPullerChiromaw           | 141 |
| The Betweenlands                 | thebetweenlands:draeton_dragonfly                         | EntityPullerDragonfly          | 139 |
| The Betweenlands                 | thebetweenlands:draeton_firefly                           | EntityPullerFirefly            | 140 |
| The Betweenlands                 | thebetweenlands:dragonfly                                 | EntityDragonFly                |  16 |
| The Betweenlands                 | thebetweenlands:dreadful_mummy                            | EntityDreadfulMummy            |  71 |
| The Betweenlands                 | thebetweenlands:emberling                                 | EntityEmberling                | 128 |
| The Betweenlands                 | thebetweenlands:emberling_shaman                          | EntityEmberlingShaman          | 124 |
| The Betweenlands                 | thebetweenlands:firefly                                   | EntityFirefly                  |  10 |
| The Betweenlands                 | thebetweenlands:flame_jet                                 | EntityFlameJet                 | 126 |
| The Betweenlands                 | thebetweenlands:fortress_boss                             | EntityFortressBoss             |  62 |
| The Betweenlands                 | thebetweenlands:fortress_boss_blockade                    | EntityFortressBossBlockade     |  65 |
| The Betweenlands                 | thebetweenlands:fortress_boss_projectile                  | EntityFortressBossProjectile   |  66 |
| The Betweenlands                 | thebetweenlands:fortress_boss_spawner                     | EntityFortressBossSpawner      |  64 |
| The Betweenlands                 | thebetweenlands:fortress_boss_teleporter                  | EntityFortressBossTeleporter   |  68 |
| The Betweenlands                 | thebetweenlands:fortress_boss_turret                      | EntityFortressBossTurret       |  67 |
| The Betweenlands                 | thebetweenlands:frog                                      | EntityFrog                     |  37 |
| The Betweenlands                 | thebetweenlands:gallery_frame                             | EntityGalleryFrame             | 131 |
| The Betweenlands                 | thebetweenlands:gas_cloud                                 | EntityGasCloud                 |  42 |
| The Betweenlands                 | thebetweenlands:gecko                                     | EntityGecko                    |  27 |
| The Betweenlands                 | thebetweenlands:grapping_hook_node                        | EntityGrapplingHookNode        |  58 |
| The Betweenlands                 | thebetweenlands:greebling                                 | EntityGreebling                |  77 |
| The Betweenlands                 | thebetweenlands:greebling_corpse                          | EntityGreeblingCorpse          | 152 |
| The Betweenlands                 | thebetweenlands:greebling_volarpad_floater                | EntityGreeblingVolarpadFloater | 144 |
| The Betweenlands                 | thebetweenlands:large_sludge_worm                         | EntityLargeSludgeWorm          |  95 |
| The Betweenlands                 | thebetweenlands:leech                                     | EntityLeech                    |  14 |
| The Betweenlands                 | thebetweenlands:lightning                                 | EntityBLLightningBolt          | 136 |
| The Betweenlands                 | thebetweenlands:lurker                                    | EntityLurker                   |  25 |
| The Betweenlands                 | thebetweenlands:lurker_skin_raft                          | EntityLurkerSkinRaft           | 100 |
| The Betweenlands                 | thebetweenlands:mire_snail                                | EntityMireSnail                |  20 |
| The Betweenlands                 | thebetweenlands:mire_snail_egg                            | EntityMireSnailEgg             |  22 |
| The Betweenlands                 | thebetweenlands:moving_spawner_hole                       | EntityMovingSpawnerHole        | 105 |
| The Betweenlands                 | thebetweenlands:moving_wall                               | EntityMovingWall               | 127 |
| The Betweenlands                 | thebetweenlands:multipart_dummy                           | EntityMultipartDummy           | 137 |
| The Betweenlands                 | thebetweenlands:mummy_arm                                 | EntityMummyArm                 |  60 |
| The Betweenlands                 | thebetweenlands:peat_mummy                                | EntityPeatMummy                |  52 |
| The Betweenlands                 | thebetweenlands:predator_arrow_guide                      | EntityPredatorArrowGuide       |  90 |
| The Betweenlands                 | thebetweenlands:pyrad                                     | EntityPyrad                    |  49 |
| The Betweenlands                 | thebetweenlands:pyrad_flame                               | EntityPyradFlame               |  51 |
| The Betweenlands                 | thebetweenlands:root_grabber                              | EntityRootGrabber              |  86 |
| The Betweenlands                 | thebetweenlands:root_sprite                               | EntityRootSprite               |  88 |
| The Betweenlands                 | thebetweenlands:rope_node                                 | EntityRopeNode                 |  57 |
| The Betweenlands                 | thebetweenlands:sap_spit                                  | EntitySapSpit                  |  84 |
| The Betweenlands                 | thebetweenlands:shambler                                  | EntityShambler                 | 101 |
| The Betweenlands                 | thebetweenlands:shock                                     | EntityShock                    | 135 |
| The Betweenlands                 | thebetweenlands:shockwave_block                           | EntityShockwaveBlock           |  41 |
| The Betweenlands                 | thebetweenlands:shockwave_sword_item                      | EntityShockwaveSwordItem       |  40 |
| The Betweenlands                 | thebetweenlands:silt_crab                                 | EntitySiltCrab                 |  47 |
| The Betweenlands                 | thebetweenlands:sludge                                    | EntitySludge                   |   4 |
| The Betweenlands                 | thebetweenlands:sludge_ball                               | EntitySludgeBall               |  73 |
| The Betweenlands                 | thebetweenlands:sludge_jet                                | EntitySludgeJet                | 116 |
| The Betweenlands                 | thebetweenlands:sludge_menace                             | EntitySludgeMenace             | 132 |
| The Betweenlands                 | thebetweenlands:sludge_menace_multipart_dummy             | DummyPart                      | 134 |
| The Betweenlands                 | thebetweenlands:sludge_wall_jet                           | EntitySludgeWallJet            | 120 |
| The Betweenlands                 | thebetweenlands:small_sludge_worm                         | EntitySludgeWorm               |  91 |
| The Betweenlands                 | thebetweenlands:smoll_sludge                              | EntitySmollSludge              |  75 |
| The Betweenlands                 | thebetweenlands:snail_poison_jet                          | EntitySnailPoisonJet           |  24 |
| The Betweenlands                 | thebetweenlands:spike_wave                                | EntitySpikeWave                |  85 |
| The Betweenlands                 | thebetweenlands:spirit_tree_face_large                    | EntitySpiritTreeFaceLarge      |  82 |
| The Betweenlands                 | thebetweenlands:spirit_tree_face_mask                     | EntitySpiritTreeFaceMask       |  87 |
| The Betweenlands                 | thebetweenlands:spirit_tree_face_small                    | EntitySpiritTreeFaceSmall      |  81 |
| The Betweenlands                 | thebetweenlands:splodeshroom                              | EntitySplodeshroom             | 121 |
| The Betweenlands                 | thebetweenlands:spore_jet                                 | EntitySporeJet                 |  74 |
| The Betweenlands                 | thebetweenlands:sporeling                                 | EntitySporeling                |  12 |
| The Betweenlands                 | thebetweenlands:swamp_hag                                 | EntitySwampHag                 |   6 |
| The Betweenlands                 | thebetweenlands:sword_energy                              | EntitySwordEnergy              |  39 |
| The Betweenlands                 | thebetweenlands:tamed_spirit_tree_face                    | EntityTamedSpiritTreeFace      |  83 |
| The Betweenlands                 | thebetweenlands:tar_beast                                 | EntityTarBeast                 |  45 |
| The Betweenlands                 | thebetweenlands:tarminion                                 | EntityTarminion                |  54 |
| The Betweenlands                 | thebetweenlands:termite                                   | EntityTermite                  |  29 |
| The Betweenlands                 | thebetweenlands:thrown_tarminion                          | EntityThrownTarminion          |  56 |
| The Betweenlands                 | thebetweenlands:tiny_sludge_worm                          | EntityTinySludgeWorm           |  93 |
| The Betweenlands                 | thebetweenlands:tiny_sludge_worm_helper                   | EntityTinySludgeWormHelper     |  98 |
| The Betweenlands                 | thebetweenlands:tiny_worm_egg_sac                         | EntityTinyWormEggSac           |  97 |
| The Betweenlands                 | thebetweenlands:toad                                      | EntityGiantToad                |  31 |
| The Betweenlands                 | thebetweenlands:triggered_falling_block                   | EntityTriggeredFallingBlock    | 117 |
| The Betweenlands                 | thebetweenlands:triggered_sludge_wall_jet                 | EntityTriggeredSludgeWallJet   | 118 |
| The Betweenlands                 | thebetweenlands:volarkite                                 | EntityVolarkite                |  59 |
| The Betweenlands                 | thebetweenlands:volatile_soul                             | EntityVolatileSoul             |  44 |
| The Betweenlands                 | thebetweenlands:wall_lamprey                              | EntityWallLamprey              | 103 |
| The Betweenlands                 | thebetweenlands:wall_living_root                          | EntityWallLivingRoot           | 107 |
| The Betweenlands                 | thebetweenlands:weedwood_rowboat                          | EntityWeedwoodRowboat          |  69 |
| The Betweenlands                 | thebetweenlands:wight                                     | EntityWight                    |   8 |
| The Betweenlands                 | thebetweenlands:wild_emberling                            | EntityEmberlingWild            | 129 |
| The Betweenlands                 | thebetweenlands:worm_ground_spawner                       | EntityWormGroundSpawner        | 146 |
| Wizardry                         | wizardry:bomb                                             | EntityBomb                     |   0 |
| Wizardry                         | wizardry:fairy                                            | EntityFairy                    |   4 |
| Wizardry                         | wizardry:halo_infusion_item                               | EntityHaloInfusionItem         |   1 |
| Wizardry                         | wizardry:jump_pad                                         | EntityJumpPad                  |   7 |
| Wizardry                         | wizardry:lightning_projectile                             | EntityLightningProjectile      |   6 |
| Wizardry                         | wizardry:spell_projectile                                 | EntitySpellProjectile          |   5 |
| Wizardry                         | wizardry:spirit_blight                                    | EntitySpiritBlight             |   2 |
| Wizardry                         | wizardry:spirit_wight                                     | EntitySpiritWight              |   3 |
| Wizardry                         | wizardry:summon_zombie                                    | EntityBackupZombie             |   9 |
| Wizardry                         | wizardry:unicorn                                          | EntityUnicorn                  |   8 |
+----------------------------------+-----------------------------------------------------------+--------------------------------+-----+
| Mod name                         | Registry name                                             | Entity class name              |  ID |
+----------------------------------+-----------------------------------------------------------+--------------------------------+-----+
