"Mod name","Registry name","BlockID","Subtypes","Item ID","Item meta","Display name","Exists","Ore Dict keys"
"Chisel","chisel:purpur",1824,"true",4828,12,"Purpur Block","true",""
"Chisel","chisel:purpur",1824,"true",4828,13,"Purpur Block","true",""
"Chisel","chisel:purpur",1824,"true",4828,14,"Purpur Block","true",""
"Chisel","chisel:purpur",1824,"true",4828,15,"Purpur Block","true",""
"Chisel","chisel:purpur1",1825,"true",4829,0,"Purpur Block","true",""
"Chisel","chisel:purpur1",1825,"true",4829,1,"Purpur Block","true",""
"Chisel","chisel:purpur1",1825,"true",4829,2,"Purpur Block","true",""
"Chisel","chisel:purpur1",1825,"true",4829,3,"Purpur Block","true",""
"Chisel","chisel:purpur1",1825,"true",4829,4,"Purpur Block","true",""
"Chisel","chisel:purpur1",1825,"true",4829,5,"Purpur Block","true",""
"Chisel","chisel:purpur1",1825,"true",4829,6,"Purpur Block","true",""
"Chisel","chisel:purpur1",1825,"true",4829,7,"Purpur Block","true",""
"Chisel","chisel:purpur1",1825,"true",4829,8,"Purpur Block","true",""
"Chisel","chisel:purpur1",1825,"true",4829,9,"Purpur Block","true",""
"Chisel","chisel:purpur2",1826,"true",4830,0,"Purpur Block","true",""
"Chisel","chisel:purpur2",1826,"true",4830,1,"Purpur Block","true",""
"Chisel","chisel:purpur2",1826,"true",4830,2,"Purpur Block","true",""
"Chisel","chisel:purpur2",1826,"true",4830,3,"Purpur Block","true",""
"Chisel","chisel:purpur2",1826,"true",4830,4,"Purpur Block","true",""
"Chisel","chisel:quartz",1893,"true",4897,0,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,1,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,2,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,3,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,4,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,5,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,6,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,7,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,8,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,9,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,10,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,11,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,12,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,13,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,14,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz",1893,"true",4897,15,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,0,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,1,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,2,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,3,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,4,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,5,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,6,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,7,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,8,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,9,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,10,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,11,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,12,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,13,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,14,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:quartz1",1894,"true",4898,15,"Block of Quartz","true","blockQuartz"
"Chisel","chisel:redstone",1895,"true",4899,0,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,1,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,2,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,3,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,4,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,5,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,6,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,7,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,8,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,9,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,10,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,11,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,12,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,13,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,14,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone",1895,"true",4899,15,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone1",1896,"true",4900,0,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone1",1896,"true",4900,1,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone1",1896,"true",4900,2,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone1",1896,"true",4900,3,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone1",1896,"true",4900,4,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone1",1896,"true",4900,5,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone1",1896,"true",4900,6,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone1",1896,"true",4900,7,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone1",1896,"true",4900,8,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone1",1896,"true",4900,9,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone1",1896,"true",4900,10,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:redstone1",1896,"true",4900,11,"Block of Redstone","true","blockRedstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,0,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,1,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,2,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,3,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,4,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,5,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,6,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,7,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,8,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,9,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,10,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,11,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,12,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,13,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,14,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstone-scribbles",1903,"true",4907,15,"Sandstone Scribbles","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,0,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,1,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,2,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,3,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,4,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,5,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,6,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,7,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,8,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,9,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,10,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,11,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,12,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,13,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,14,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered",1900,"true",4904,15,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered1",1901,"true",4905,0,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered1",1901,"true",4905,1,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered1",1901,"true",4905,2,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered1",1901,"true",4905,3,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered1",1901,"true",4905,4,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered1",1901,"true",4905,5,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered1",1901,"true",4905,6,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered1",1901,"true",4905,7,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered1",1901,"true",4905,8,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered1",1901,"true",4905,9,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered2",1902,"true",4906,0,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered2",1902,"true",4906,1,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered2",1902,"true",4906,2,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered2",1902,"true",4906,3,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered2",1902,"true",4906,4,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered2",1902,"true",4906,5,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstonered2",1902,"true",4906,6,"Red Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,0,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,1,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,2,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,3,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,4,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,5,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,6,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,7,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,8,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,9,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,10,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,11,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,12,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,13,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,14,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow",1897,"true",4901,15,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow1",1898,"true",4902,0,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow1",1898,"true",4902,1,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow1",1898,"true",4902,2,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow1",1898,"true",4902,3,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow1",1898,"true",4902,4,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow1",1898,"true",4902,5,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow1",1898,"true",4902,6,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow1",1898,"true",4902,7,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow1",1898,"true",4902,8,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow1",1898,"true",4902,9,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow2",1899,"true",4903,0,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow2",1899,"true",4903,1,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow2",1899,"true",4903,2,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow2",1899,"true",4903,3,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow2",1899,"true",4903,4,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow2",1899,"true",4903,5,"Sandstone","true","sandstone"
"Chisel","chisel:sandstoneyellow2",1899,"true",4903,6,"Sandstone","true","sandstone"
"Chisel","chisel:stonebrick",1904,"true",4908,0,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,1,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,2,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,3,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,4,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,5,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,6,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,7,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,8,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,9,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,10,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,11,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,12,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,13,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,14,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick",1904,"true",4908,15,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick1",1905,"true",4909,0,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick1",1905,"true",4909,1,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick1",1905,"true",4909,2,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick1",1905,"true",4909,3,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick1",1905,"true",4909,4,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick1",1905,"true",4909,5,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick1",1905,"true",4909,6,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick1",1905,"true",4909,7,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick1",1905,"true",4909,8,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick1",1905,"true",4909,9,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick2",1906,"true",4910,0,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick2",1906,"true",4910,1,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick2",1906,"true",4910,2,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick2",1906,"true",4910,3,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick2",1906,"true",4910,4,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick2",1906,"true",4910,5,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick2",1906,"true",4910,6,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:stonebrick2",1906,"true",4910,7,"Chiseled Stone","true","brickStone,bricksStone,stone"
"Chisel","chisel:technical",1907,"true",4911,0,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,1,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,2,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,3,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,4,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,5,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,6,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,7,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,8,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,9,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,10,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,11,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,12,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,13,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,14,"Factory Block","true",""
"Chisel","chisel:technical",1907,"true",4911,15,"Factory Block","true",""
"Chisel","chisel:technical1",1908,"true",4912,0,"Factory Block","true",""
"Chisel","chisel:technical1",1908,"true",4912,1,"Factory Block","true",""
"Chisel","chisel:technical1",1908,"true",4912,2,"Factory Block","true",""
"Chisel","chisel:technical1",1908,"true",4912,3,"Factory Block","true",""
"Chisel","chisel:technical1",1908,"true",4912,4,"Factory Block","true",""
"Chisel","chisel:technicalnew",1909,"true",4913,0,"Factory Block","true",""
"Chisel","chisel:technicalnew",1909,"true",4913,1,"Factory Block","true",""
"Chisel","chisel:technicalnew",1909,"true",4913,2,"Factory Block","true",""
"Chisel","chisel:technicalnew",1909,"true",4913,3,"Factory Block","true",""
"Chisel","chisel:technicalnew",1909,"true",4913,4,"Factory Block","true",""
"Chisel","chisel:technicalnew",1909,"true",4913,5,"Factory Block","true",""
"Chisel","chisel:technicalnew",1909,"true",4913,6,"Factory Block","true",""
"Chisel","chisel:technicalnew",1909,"true",4913,7,"Factory Block","true",""
"Chisel","chisel:technicalnew",1909,"true",4913,8,"Factory Block","true",""
"Chisel","chisel:temple",1910,"true",4914,0,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,1,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,2,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,3,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,4,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,5,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,6,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,7,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,8,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,9,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,10,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,11,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,12,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,13,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,14,"Temple Block","true",""
"Chisel","chisel:temple",1910,"true",4914,15,"Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,0,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,1,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,2,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,3,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,4,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,5,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,6,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,7,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,8,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,9,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,10,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,11,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,12,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,13,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,14,"Mossy Temple Block","true",""
"Chisel","chisel:templemossy",1911,"true",4915,15,"Mossy Temple Block","true",""
"Chisel","chisel:tyrian",1912,"true",4916,0,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,1,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,2,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,3,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,4,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,5,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,6,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,7,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,8,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,9,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,10,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,11,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,12,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,13,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,14,"Tyrian","true",""
"Chisel","chisel:tyrian",1912,"true",4916,15,"Tyrian","true",""
"Chisel","chisel:valentines",1913,"true",4917,0,"Valentines' Block","true",""
"Chisel","chisel:valentines",1913,"true",4917,1,"Valentines' Block","true",""
"Chisel","chisel:valentines",1913,"true",4917,2,"Valentines' Block","true",""
"Chisel","chisel:valentines",1913,"true",4917,3,"Valentines' Block","true",""
"Chisel","chisel:valentines",1913,"true",4917,4,"Valentines' Block","true",""
"Chisel","chisel:valentines",1913,"true",4917,5,"Valentines' Block","true",""
"Chisel","chisel:valentines",1913,"true",4917,6,"Valentines' Block","true",""
"Chisel","chisel:valentines",1913,"true",4917,7,"Valentines' Block","true",""
"Chisel","chisel:valentines",1913,"true",4917,8,"Valentines' Block","true",""
"Chisel","chisel:valentines",1913,"true",4917,9,"Valentines' Block","true",""
"Chisel","chisel:voidstone",1914,"true",4918,0,"Voidstone","true",""
"Chisel","chisel:voidstone",1914,"true",4918,1,"Voidstone","true",""
"Chisel","chisel:voidstone",1914,"true",4918,2,"Voidstone","true",""
"Chisel","chisel:voidstone",1914,"true",4918,3,"Voidstone","true",""
"Chisel","chisel:voidstone",1914,"true",4918,4,"Voidstone","true",""
"Chisel","chisel:voidstone",1914,"true",4918,5,"Voidstone","true",""
"Chisel","chisel:voidstone",1914,"true",4918,6,"Voidstone","true",""
"Chisel","chisel:voidstone",1914,"true",4918,7,"Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,0,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,1,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,2,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,3,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,4,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,5,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,6,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,7,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,8,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,9,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,10,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,11,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,12,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,13,"Runed Voidstone","true",""
"Chisel","chisel:voidstonerunic",1916,"true",4920,14,"Runed Voidstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,0,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,1,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,2,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,3,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,4,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,5,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,6,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,7,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,8,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,9,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,10,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,11,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,12,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,13,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,14,"Waterstone","true",""
"Chisel","chisel:waterstone",1917,"true",4921,15,"Waterstone","true",""
"Chisel","chisel:waterstone1",1918,"true",4922,0,"Waterstone","true",""
"Chisel","chisel:waterstone1",1918,"true",4922,1,"Waterstone","true",""
"Chisel","chisel:waterstone1",1918,"true",4922,2,"Waterstone","true",""
